name/first;zip;gender;date;bool;bool;pick;phone;pick;pick;cargo
Daniel;98161;Male;1988-09-14;true;true;un elefante se balanceaba;(860) 429-4766;sector2;commite2;SECRETARIO
Ricardo;23618;Female;1984-05-07;false;true;ave maria;(771) 444-2701;sector2;commite1;PRESIDENTE
Evan;7816;Male;1982-05-22;true;true;el hacha;(760) 929-9086;sector3;commite1;NINGUNO
Mark;77219;Female;2009-02-26;true;false;el hacha;(546) 718-9139;sector2;commite1;AUXILIAR
Curtis;50881;Male;2016-07-17;true;false;el hacha;(540) 552-6093;sector3;commite2;TESORERO
Derrick;91598;Female;1983-01-06;false;false;el hacha;(767) 534-5245;sector1;commite3;VOCAL
Leroy;40944;Male;2011-06-30;true;true;el hacha;(609) 758-1958;sector1;commite3;TESORERO
Larry;47167;Female;1996-03-10;false;true;un elefante se balanceaba;(713) 351-6122;sector2;commite3;SECRETARIO
Dean;89664;Male;2017-08-13;true;true;el hacha;(614) 360-2694;sector1;commite1;NINGUNO
Alex;55625;Male;1985-02-07;false;true;ave maria;(830) 719-4558;sector1;commite1;SECRETARIO
Billy;1163;Female;1981-10-09;false;true;un elefante se balanceaba;(488) 947-4186;sector2;commite1;VICEPRESIDENTE
Ronnie;59222;Male;2019-03-28;true;false;ave maria;(515) 625-8807;sector2;commite2;AUXILIAR
Barbara;88588;Male;2019-04-27;true;false;ave maria;(729) 496-9333;sector3;commite3;NINGUNO
Cornelia;95421;Female;1985-08-13;true;true;un elefante se balanceaba;(651) 210-5906;sector1;commite3;VOCAL
Clarence;1825;Male;1997-03-12;false;true;el hacha;(484) 893-8085;sector3;commite1;NINGUNO
Russell;75295;Male;2021-07-08;false;true;el hacha;(801) 733-9374;sector2;commite1;FISCAL
Rose;29279;Male;2018-12-30;true;true;ave maria;(878) 816-2120;sector3;commite2;NINGUNO
Belle;60662;Female;1999-08-19;false;false;un elefante se balanceaba;(866) 871-1571;sector1;commite3;TESORERO
Rosalie;5581;Female;2004-10-30;false;true;el hacha;(217) 295-3805;sector1;commite3;TESORERO
Ian;77540;Female;2019-02-23;false;false;el hacha;(989) 862-6082;sector2;commite2;FISCAL
Roger;33441;Female;1999-05-24;true;true;ave maria;(742) 207-8339;sector2;commite3;SECRETARIO
Georgie;42531;Male;1981-12-19;false;true;el hacha;(872) 905-8812;sector2;commite3;VOCAL
Irene;12474;Male;1997-05-10;false;false;ave maria;(574) 652-3858;sector1;commite1;FISCAL
Cody;1310;Male;2018-11-02;true;true;un elefante se balanceaba;(856) 930-2519;sector2;commite2;FISCAL
Mathilda;19625;Male;1993-11-02;true;true;ave maria;(370) 694-3015;sector3;commite2;NINGUNO
Earl;14;Female;1989-03-29;true;false;un elefante se balanceaba;(430) 838-6814;sector3;commite2;AUXILIAR
Corey;91073;Female;1993-04-28;true;false;un elefante se balanceaba;(612) 474-2939;sector2;commite2;VICEPRESIDENTE
Ronald;321;Female;2017-12-18;false;true;ave maria;(557) 956-3644;sector3;commite1;VOCAL
Charles;85146;Female;2016-10-27;false;true;el hacha;(965) 571-4224;sector3;commite1;VOCAL
Isaac;38915;Male;1997-03-24;false;true;ave maria;(846) 847-3681;sector3;commite2;FISCAL
Adam;92066;Male;1989-06-18;true;true;ave maria;(513) 897-5618;sector2;commite3;FISCAL
Blanche;59780;Female;2013-10-12;true;false;el hacha;(318) 864-4261;sector2;commite2;SECRETARIO
Leo;7111;Female;2012-10-21;true;true;el hacha;(257) 689-6027;sector2;commite1;PRESIDENTE
Matthew;47093;Female;1996-01-08;true;false;un elefante se balanceaba;(576) 996-9585;sector1;commite2;VOCAL
Sallie;26568;Male;1984-04-22;true;true;el hacha;(880) 389-9397;sector3;commite2;VOCAL
Ray;60733;Female;2006-06-15;false;true;ave maria;(603) 789-5646;sector1;commite3;VOCAL
Lily;98053;Female;2016-04-23;false;false;un elefante se balanceaba;(259) 987-4664;sector2;commite3;VICEPRESIDENTE
Mathilda;69673;Male;1987-07-23;false;false;el hacha;(453) 725-8606;sector2;commite1;AUXILIAR
Edwin;98334;Male;1992-04-03;true;true;un elefante se balanceaba;(901) 794-2970;sector1;commite3;AUXILIAR
El nuevo paco;24567876;Masculino;1998-20-07;false;false;drgeth;wsfdthht;sector4;comite2;AUXILIAR
